idModule;IdCategory;SinceWhen
5232;65;2012-07-21
5233;16;2022-04-23
5234;13;2015-11-24
5235;147;2013-01-13
5236;111;2010-04-10
5237;95;2010-04-30
5238;122;2006-02-18
5239;103;2017-05-20
5240;85;2017-05-28
5241;66;2016-08-19
5242;119;2007-12-10
5243;81;2012-07-12
5244;144;2008-12-29
5245;40;2016-03-25
5246;84;2022-05-30
5247;62;2016-06-01
5248;129;2016-10-22
5249;94;2013-05-12
5250;151;2017-07-17
5251;7;2013-04-07
5252;58;2006-11-18
5253;93;2005-09-26
5254;146;2008-05-09
5255;52;2019-05-03
5256;39;2021-09-17
5257;70;2010-03-28
5258;150;2011-12-22
5259;62;2010-05-15
5260;26;2011-06-14
5261;125;2008-11-04
5262;44;2015-06-29
5263;43;2013-07-02
5264;149;2020-04-16
5265;3;2021-07-04
5266;106;2016-03-11
5267;9;2015-01-13
5268;128;2009-04-07
5269;109;2006-11-08
5270;51;2016-11-16
5271;62;2016-07-07
5272;91;2020-12-04
5273;87;2013-05-10
5274;70;2011-10-21
5275;137;2021-02-18
5276;10;2009-05-16
5277;71;2007-05-09
5278;37;2018-04-01
5279;44;2016-06-30
5280;82;2005-03-05
5281;110;2016-08-01
5282;84;2012-04-09
5283;49;2013-02-28
5284;11;2014-07-31
5285;21;2012-11-14
5286;33;2010-09-20
5287;112;2007-11-15
5288;128;2007-11-23
5289;144;2010-03-19
5290;133;2021-06-08
5291;12;2021-05-20
5292;124;2016-09-28
5293;28;2006-02-24
5294;98;2017-03-21
5295;102;2018-08-27
5296;16;2006-06-07
5297;114;2016-01-29
5298;77;2018-07-15
5299;87;2016-12-03
5300;102;2008-10-28
5301;82;2009-09-20
5302;47;2010-06-13
5303;139;2013-03-24
5304;21;2020-11-26
5305;12;2021-07-26
5306;119;2007-08-19
5307;19;2017-10-05
5308;145;2011-04-30
5309;47;2007-05-28
5310;101;2009-03-31
5311;141;2017-08-22
5312;85;2019-02-15
5313;92;2006-04-29
5314;118;2015-08-26
5315;129;2017-02-18
5316;105;2020-11-05
5317;53;2011-07-25
5318;106;2014-12-24
5319;111;2022-09-19
5320;101;2016-02-07
5321;32;2008-03-12
5322;75;2006-08-09
5323;21;2010-08-27
5324;94;2012-10-03
5325;55;2018-03-21
5326;151;2015-05-29
5327;133;2019-04-16
5328;9;2011-08-30
5329;104;2006-02-01
5330;85;2009-09-05
5331;27;2012-03-27
5332;108;2021-06-13
5333;154;2020-04-03
5334;139;2018-09-11
5335;148;2012-11-04
5336;148;2022-12-17
5337;70;2015-03-28
5338;102;2009-02-12
5339;80;2008-10-26
5340;154;2012-10-18
5341;88;2016-02-27
5342;148;2020-07-05
5343;99;2012-12-11
5344;65;2008-05-20
5345;150;2021-04-20
5346;134;2012-02-07
5347;137;2018-10-02
5348;99;2005-02-10
5349;89;2010-01-19
5350;61;2021-05-13
5351;34;2018-04-04
5352;107;2007-07-22
5353;144;2016-07-28
5354;93;2005-02-27
5355;108;2008-10-18
5356;59;2011-03-25
5357;33;2007-04-24
5358;71;2011-01-13
5359;127;2010-12-16
5360;97;2019-10-27
5361;3;2018-10-25
5362;41;2011-04-21
5363;21;2009-03-03
5364;141;2005-02-06
5365;99;2019-04-16
5366;153;2017-06-04
5367;115;2020-03-03
5368;141;2014-04-09
5369;25;2018-02-25
5370;11;2011-04-29
5371;134;2021-03-13
5372;124;2014-01-10
5373;111;2022-03-11
5374;86;2009-01-14
5375;129;2020-11-01
5376;39;2015-03-15
5377;76;2008-02-28
5378;35;2009-02-12
5379;151;2009-01-25
5380;138;2017-12-25
5381;61;2011-08-11
5382;139;2012-02-16
5383;39;2013-08-28
5384;78;2017-08-29
5385;8;2015-05-01
5386;112;2007-12-30
5387;41;2009-06-04
5388;63;2019-01-05
5389;58;2018-09-29
5390;35;2017-04-03
5391;14;2015-09-10
5392;112;2015-01-13
5393;152;2005-10-15
5394;138;2014-03-21
5395;63;2008-03-02
5396;79;2010-03-23
5397;106;2013-01-03
5398;23;2011-08-19
5399;73;2007-01-21
5400;43;2016-04-05
5401;103;2009-01-03
5402;14;2014-02-20
5403;72;2012-06-02
5404;68;2014-10-31
5405;52;2019-02-14
5406;141;2018-04-03
5407;56;2019-07-11
5408;102;2010-11-02
5409;26;2018-07-24
5410;97;2012-07-06
5411;27;2017-02-12
5412;142;2020-06-05
5413;144;2019-11-14
5414;2;2017-08-13
5415;43;2011-03-15
5416;153;2017-06-15
5417;102;2021-04-11
5418;140;2009-11-28
5419;89;2006-11-04
5420;57;2022-04-30
5421;8;2019-11-10
5422;10;2013-09-02
5423;1;2021-06-23
5424;119;2011-04-15
5425;151;2010-05-05
5426;40;2011-04-07
5427;118;2006-02-10
5428;13;2010-10-04
5429;95;2014-10-02
5430;38;2011-12-13
5431;74;2010-08-26
5432;114;2017-08-26
5433;89;2021-02-03
5434;110;2018-05-20
5435;133;2016-03-01
5436;71;2006-09-14
5437;101;2020-04-23
5438;128;2010-08-13
5439;49;2021-03-12
5440;102;2006-05-23
5441;102;2005-07-29
5442;131;2012-09-20
5443;18;2010-11-21
5444;54;2016-09-10
5445;64;2010-11-07
5446;117;2021-03-24
5447;154;2021-05-22
5448;90;2014-06-27
5449;66;2017-08-15
5450;23;2019-02-19
5451;79;2017-12-17
5452;39;2021-02-09
5453;98;2022-05-01
5454;154;2021-05-15
5455;74;2016-09-12
5456;134;2022-02-19
5457;28;2021-11-03
5458;132;2012-07-07
5459;72;2018-06-02
5460;75;2005-01-22
5461;13;2007-01-02
5462;10;2009-01-08
5463;70;2013-12-31
5464;67;2017-10-13
5465;74;2015-05-05
5466;144;2018-09-13
5467;39;2014-01-03
5468;109;2017-02-09
5469;152;2008-09-27
5470;146;2011-12-27
5471;112;2019-05-26
5472;107;2018-03-18
5473;71;2008-02-20
5474;91;2007-10-05
5475;6;2015-09-18
5476;140;2012-08-05
5477;146;2016-09-13
5478;49;2013-01-25
5479;134;2008-07-28
5480;12;2013-09-19
5481;13;2009-08-14
5482;110;2012-05-15
5483;114;2013-01-27
5484;131;2018-02-12
5485;35;2011-10-17
5486;23;2007-12-06
5487;88;2015-09-02
5488;57;2017-02-23
5489;43;2011-02-02
5490;122;2012-11-08
5491;46;2005-12-17
5492;47;2021-06-21
5493;40;2017-01-20
5494;120;2014-02-20
5495;152;2018-03-18
5496;137;2022-03-26
5497;83;2011-12-08
5498;29;2009-06-22
5499;19;2014-04-09
5500;39;2015-05-13
5501;102;2006-01-12
5502;126;2019-10-22
5503;105;2021-05-26
5504;83;2009-05-28
5505;95;2011-11-14
5506;29;2010-01-23
5507;118;2019-10-16
5508;56;2021-08-16
5509;40;2007-04-07
5510;49;2009-11-10
5511;40;2011-10-07
5512;77;2020-04-20
5513;33;2017-10-15
5514;28;2019-04-30
5515;63;2007-05-10
5516;153;2007-04-12
5517;146;2017-02-04
5518;87;2017-07-23
5519;102;2022-02-08
5520;83;2020-03-11
5521;99;2016-03-04
5522;10;2006-11-18
5523;132;2016-10-29
5524;133;2009-10-30
5525;101;2018-12-11
5526;144;2010-11-10
5527;8;2016-01-04
5528;126;2020-04-04
5529;64;2005-11-04
5530;55;2017-05-18
5531;69;2007-12-22
5532;28;2021-12-18
5533;139;2019-12-01
5534;87;2006-08-24
5535;94;2016-03-31
5536;38;2016-01-05
5537;8;2007-04-30
5538;70;2014-05-06
5539;88;2007-07-26
5540;118;2009-11-30
5541;67;2012-01-19
5542;90;2021-05-26
5543;101;2015-05-15
5544;114;2005-08-10
5545;149;2008-12-27
5546;67;2010-09-07
5547;29;2022-10-04
5548;10;2015-11-26
5549;126;2012-08-08
5550;65;2014-03-26
5551;116;2016-05-21
5552;141;2013-04-17
5553;76;2014-07-25
5554;118;2009-04-16
5555;101;2012-08-06
5556;144;2005-07-14
5557;90;2022-11-08
5558;9;2022-06-13
5559;18;2016-06-10
5560;76;2021-02-02
5561;47;2010-06-30
5562;102;2020-11-12
5563;42;2009-02-17
5564;22;2017-11-03
5565;116;2021-09-15
5566;127;2009-02-05
5567;77;2019-07-30
5568;7;2006-06-11
5569;48;2016-01-08
5570;84;2008-03-14
5571;52;2021-04-01
5572;108;2021-04-25
5573;54;2009-08-26
5574;136;2006-07-30
5575;130;2006-05-07
5576;10;2019-02-09
5577;52;2008-05-26
5578;12;2006-05-07
5579;112;2022-05-17
5580;99;2011-04-04
5581;147;2015-03-16
5582;87;2020-05-07
5583;154;2020-06-19
5584;82;2016-08-16
5585;57;2006-12-14
5586;125;2011-04-09
5587;6;2013-07-04
5588;50;2017-11-05
5589;99;2017-03-18
5590;32;2017-10-19
5591;24;2013-07-10
5592;43;2019-02-25
5593;142;2009-04-09
5594;123;2017-06-26
5595;67;2021-09-19
5596;95;2007-07-29
5597;153;2010-04-11
5598;7;2018-04-14
5599;76;2013-02-18
5600;4;2018-08-19
5601;134;2016-01-27
5602;74;2022-11-16
5603;129;2015-09-28
5604;147;2015-09-15
5605;114;2012-02-17
5606;29;2005-04-17
5607;152;2019-03-31
5608;87;2008-09-19
5609;143;2013-09-30
5610;12;2011-06-14
5611;35;2015-04-28
5612;102;2021-11-14
5613;75;2007-12-10
5614;20;2015-12-04
5615;49;2021-09-24
5616;68;2008-05-30
5617;133;2015-11-15
5618;126;2019-01-15
5619;5;2016-05-22
5620;125;2011-05-08
5621;148;2011-12-01
5622;85;2008-05-01
5623;70;2011-08-15
5624;19;2005-02-09
5625;22;2012-06-18
5626;152;2007-07-01
5627;87;2008-02-04
5628;154;2005-01-28
5629;8;2021-10-01
5630;60;2018-01-12
5631;19;2006-07-30
5632;143;2006-06-22
5633;118;2022-02-16
5634;55;2014-08-08
5635;91;2018-05-01
5636;103;2016-12-19
5637;131;2009-05-22
5638;110;2021-02-19
5639;35;2019-10-21
5640;5;2005-11-05
5641;33;2011-11-23
5642;40;2017-07-05
5643;148;2010-08-26
5644;127;2012-12-25
5645;68;2011-12-31
5646;76;2019-07-18
5647;147;2009-02-16
5648;46;2018-05-26
5649;129;2012-11-10
5650;27;2018-09-05
5651;3;2018-05-28
5652;32;2008-06-24
5653;141;2008-01-15
5654;100;2021-07-16
5655;58;2013-07-10
5656;70;2014-04-29
5657;86;2018-04-19
5658;2;2007-01-07
5659;35;2005-06-18
5660;2;2015-03-25
5661;82;2014-12-22
5662;148;2013-11-27
5663;20;2014-08-18
5664;40;2007-07-21
5665;8;2012-08-25
5666;112;2021-07-16
5667;74;2014-08-09
5668;114;2019-08-12
5669;141;2010-07-01
5670;100;2008-12-01
5671;21;2022-10-23
5672;70;2022-02-06
5673;6;2008-10-12
5674;111;2012-08-29
5675;8;2017-12-02
5676;9;2021-12-22
5677;67;2021-01-30
5678;45;2017-04-21
5679;47;2006-12-31
5680;95;2009-08-01
5681;124;2016-11-29
5682;58;2022-08-01
5683;22;2010-10-26
5684;141;2017-07-29
5685;65;2008-07-15
5686;27;2016-09-25
5687;139;2014-05-06
5688;43;2017-11-08
5689;91;2016-02-29
5690;118;2010-12-22
5691;148;2021-01-01
5692;143;2008-03-25
5693;125;2021-09-02
5694;126;2017-01-04
5695;113;2019-09-10
5696;49;2018-01-17
5697;22;2010-10-20
5698;66;2009-04-25
5699;107;2010-12-07
5700;72;2011-04-16
5701;94;2015-10-12
5702;40;2013-05-13
5703;20;2018-06-30
5704;98;2011-11-29
5705;71;2020-10-31
5706;65;2021-05-13
5707;6;2022-03-19
5708;70;2006-11-23
5709;81;2013-02-08
5710;146;2010-11-15
5711;76;2014-01-25
5712;99;2022-08-02
5713;146;2010-03-23
5714;46;2007-03-01
5715;112;2016-05-02
5716;148;2016-05-07
5717;152;2016-08-12
5718;14;2016-08-07
5719;68;2014-03-05
5720;151;2005-04-20
5721;74;2008-02-11
5722;103;2016-11-24
5723;139;2007-02-24
5724;61;2008-10-05
5725;13;2008-03-03
5726;108;2020-08-21
5727;18;2015-01-06
5728;79;2010-07-12
5729;63;2021-11-19
5730;62;2022-10-11
5731;30;2013-01-26
5732;66;2017-02-14
5733;32;2006-07-16
5734;21;2014-03-07
5735;73;2022-05-06
5736;13;2018-10-06
5737;42;2014-06-06
5738;141;2011-10-13
5739;12;2011-09-01
5740;24;2014-08-27
5741;76;2007-06-07
5742;131;2015-12-27
5743;87;2014-07-03
5744;58;2014-06-26
5745;48;2007-04-12
5746;151;2006-01-29
5747;25;2009-06-28
5748;63;2011-08-16
5749;154;2019-06-30
5750;144;2016-03-04
5751;57;2017-08-31
5752;48;2018-01-14
5753;6;2016-10-03
5754;39;2011-07-11
5755;123;2013-10-14
5756;31;2008-02-25
5757;5;2019-06-12
5758;2;2017-05-30
5759;30;2022-08-12
5760;134;2020-12-30
5761;143;2011-08-28
5762;46;2018-09-27
5763;4;2015-09-10
5764;120;2021-07-02
5765;125;2021-02-13
5766;95;2011-11-27
5767;122;2007-04-01
5768;147;2014-10-12
5769;45;2017-05-31
5770;60;2019-06-25
5771;4;2007-12-27
5772;137;2013-05-04
5773;21;2012-03-05
5774;4;2010-02-08
5775;57;2022-02-22
5776;73;2019-09-07
5777;13;2009-07-07
5778;48;2008-07-18
5779;91;2015-05-23
5780;25;2019-04-24
5781;150;2017-10-18
5782;110;2006-12-19
5783;118;2014-12-13
5784;145;2014-06-04
5785;88;2013-08-07
5786;148;2005-07-08
5787;111;2010-07-23
5788;48;2021-09-10
5789;113;2022-11-21
5790;9;2017-09-14
5791;14;2011-03-22
5792;18;2012-06-10
5793;144;2006-06-05
5794;65;2014-08-08
5795;133;2022-07-07
5796;85;2005-11-13
5797;96;2010-12-26
5798;70;2005-06-01
5799;101;2016-08-17
5800;132;2009-01-09
5801;23;2009-08-26
5802;151;2017-02-01
5803;41;2011-10-23
5804;148;2012-09-06
5805;96;2016-03-22
5806;24;2020-01-24
5807;114;2022-04-17
5808;96;2005-01-24
5809;142;2014-09-01
5810;139;2017-12-23
5811;64;2022-02-18
5812;37;2016-03-11
5813;120;2019-06-25
5814;37;2014-07-23
5815;7;2016-02-21
5816;50;2015-04-12
5817;143;2020-09-10
5818;74;2011-10-30
5819;108;2014-01-16
5820;70;2006-10-18
5821;146;2014-11-08
5822;12;2016-03-04
5823;5;2012-07-23
5824;132;2017-08-26
5825;145;2010-12-13
5826;59;2021-03-13
5827;32;2012-08-23
5828;46;2019-04-06
5829;124;2009-12-29
5830;100;2013-07-28
5831;90;2015-12-02
5832;75;2009-06-03
5833;110;2022-06-15
5834;37;2012-11-27
5835;121;2010-12-23
5836;103;2007-09-05
5837;145;2012-07-10
5838;60;2021-03-30
5839;104;2008-09-10
5840;148;2018-06-04
5841;78;2008-07-23
5842;131;2011-03-20
5843;116;2018-01-06
5844;62;2019-08-10
5845;74;2009-11-20
5846;153;2008-02-03
5847;139;2015-03-14
5848;6;2005-04-10
5849;107;2013-03-27
5850;90;2018-01-16
5851;41;2009-07-03
5852;59;2009-09-01
5853;80;2011-11-04
5854;54;2012-08-17
5855;52;2016-09-21
5856;50;2006-01-21
5857;85;2007-08-27
5858;122;2012-11-07
5859;148;2016-12-17
5860;79;2021-12-01
5861;35;2020-10-28
5862;5;2022-03-12
5863;29;2022-02-08
5864;56;2012-11-08
5865;41;2011-08-17
5866;97;2012-03-02
5867;129;2007-10-01
5868;12;2016-10-28
5869;131;2020-02-18
5870;146;2016-06-09
5871;103;2014-01-05
5872;31;2009-02-23
5873;39;2018-07-04
5874;85;2008-01-22
5875;45;2017-07-21
5876;88;2011-01-01
5877;80;2019-03-20
5878;89;2013-01-05
5879;50;2011-07-04
5880;110;2005-03-19
5881;88;2021-08-30
5882;34;2022-08-30
5883;39;2008-11-25
5884;24;2019-12-30
5885;68;2021-10-08
5886;32;2022-09-26
5887;67;2008-12-31
5888;22;2013-04-24
5889;72;2016-11-27
5890;32;2017-05-23
5891;80;2017-11-02
5892;100;2010-04-24
5893;46;2010-10-20
5894;73;2013-03-04
5895;54;2006-03-17
5896;124;2017-07-18
5897;15;2007-12-07
5898;153;2009-02-24
5899;89;2015-08-31
5900;122;2020-12-29
5901;118;2008-09-13
5902;108;2007-01-14
5903;113;2019-05-12
5904;3;2006-10-16
5905;129;2008-01-25
5906;115;2008-04-29
5907;4;2018-09-18
5908;2;2010-04-04
5909;130;2007-04-19
5910;95;2005-03-02
5911;39;2019-04-28
5912;61;2008-02-06
5913;120;2016-07-09
5914;140;2012-01-13
5915;147;2016-08-02
5916;18;2005-06-11
5917;30;2010-01-04
5918;144;2012-08-19
5919;57;2008-10-05
5920;136;2008-12-25
5921;68;2020-03-25
5922;63;2010-03-16
5923;73;2022-09-12
5924;124;2015-08-20
5925;47;2006-09-10
5926;8;2018-07-06
5927;52;2011-02-15
5928;143;2007-01-07
5929;46;2009-10-06
5930;26;2007-05-01
5931;145;2021-01-29
5932;95;2008-04-27
5933;30;2011-06-22
5934;109;2014-10-25
5935;133;2020-12-01
5936;37;2012-06-18
5937;4;2022-04-08
5938;153;2013-08-04
5939;145;2016-08-17
5940;33;2011-08-18
5941;59;2022-02-25
5942;92;2021-04-06
5943;50;2018-06-28
5944;59;2016-12-24
5945;62;2020-07-31
5946;151;2019-01-23
5947;73;2005-03-19
5948;135;2011-12-15
5949;33;2006-07-09
5950;19;2020-06-20
5951;24;2008-07-01
5952;98;2021-02-01
5953;90;2018-06-19
5954;57;2010-01-04
5955;141;2016-01-17
5956;15;2018-07-05
5957;124;2009-02-04
5958;115;2020-10-11
5959;66;2014-07-02
5960;111;2007-11-16
5961;10;2016-02-23
5962;27;2006-03-07
5963;101;2013-08-01
5964;21;2018-09-11
5965;114;2006-10-25
5966;54;2013-12-31
5967;109;2007-05-29
5968;75;2013-07-31
5969;112;2010-12-16
5970;66;2008-07-29
5971;9;2022-03-08
5972;124;2016-10-30
5973;43;2015-07-05
5974;22;2021-02-08
5975;6;2013-03-09
5976;81;2018-10-01
5977;90;2012-01-02
5978;26;2022-01-09
5979;89;2020-09-17
5980;144;2017-07-02
5981;106;2013-12-07
5982;104;2020-06-19
5983;106;2010-12-18
5984;118;2009-08-13
5985;25;2010-01-24
5986;115;2006-02-26
5987;153;2019-07-20
5988;27;2013-04-16
5989;124;2009-07-11
5990;51;2005-11-19
5991;62;2018-11-09
5992;6;2006-01-09
5993;106;2018-06-05
5994;61;2005-07-29
5995;22;2019-12-08
5996;55;2008-07-05
5997;39;2009-01-08
5998;130;2014-06-28
5999;67;2006-09-02
6000;94;2006-09-11
6001;110;2020-06-07
6002;43;2013-07-31
6003;4;2012-12-05
6004;79;2014-11-02
6005;147;2006-01-10
6006;5;2020-08-19
6007;94;2015-12-06
6008;30;2017-11-11
6009;90;2022-11-30
6010;38;2007-02-08
6011;97;2016-05-06
6012;145;2006-05-07
6013;106;2006-04-18
6014;14;2012-04-13
6015;3;2018-02-27
6016;64;2021-06-11
6017;53;2005-04-03
6018;109;2006-12-06
6019;120;2021-08-06
6020;10;2013-01-18
6021;50;2022-06-20
6022;103;2008-11-04
6023;62;2019-04-28
6024;118;2020-12-07
6025;7;2019-10-11
6026;109;2017-05-01
6027;36;2012-10-16
6028;111;2009-04-17
6029;108;2005-01-22
6030;114;2016-04-03
6031;96;2018-02-16
6032;17;2021-01-24
6033;40;2021-01-28
6034;143;2015-02-19
6035;56;2022-02-07
6036;137;2008-09-28
6037;42;2017-04-22
6038;117;2006-10-17
6039;42;2007-11-17
6040;44;2014-09-29
6041;56;2009-09-18
6042;18;2016-12-26
6043;38;2011-10-26
6044;64;2015-11-12
6045;137;2008-03-12
6046;25;2011-09-27
6047;5;2006-03-04
6048;53;2006-12-02
6049;32;2020-12-07
6050;129;2009-09-01
6051;135;2016-07-04
6052;50;2015-10-25
6053;37;2009-10-28
6054;125;2020-12-07
6055;102;2006-07-27
6056;105;2018-03-09
6057;97;2005-02-17
6058;124;2007-05-19
6059;8;2013-03-28
6060;48;2008-05-01
6061;6;2020-01-26
6062;105;2009-12-04
6063;146;2012-04-28
6064;28;2012-04-23
6065;62;2011-08-04
6066;122;2014-08-26
6067;137;2022-05-06
6068;68;2014-01-05
6069;18;2014-11-25
6070;13;2021-09-21
6071;105;2020-05-08
6072;115;2010-04-21
6073;73;2010-10-06
6074;20;2021-11-26
6075;131;2009-02-23
6076;83;2014-06-15
6077;64;2022-12-05
6078;80;2015-05-16
6079;29;2021-08-06
6080;148;2021-02-16
6081;73;2022-10-08
6082;111;2011-11-16
6083;148;2005-04-03
6084;58;2021-06-14
6085;154;2007-10-10
6086;65;2005-08-29
6087;74;2017-05-26
6088;145;2016-10-29
6089;25;2008-05-10
6090;28;2018-02-27
6091;149;2015-03-04
6092;126;2014-12-01
6093;79;2018-10-07
6094;12;2012-07-09
6095;43;2014-12-19
6096;85;2016-04-05
6097;21;2016-11-28
6098;136;2022-05-04
6099;150;2022-03-05
6100;63;2020-10-24
6101;63;2016-03-31
6102;67;2007-09-12
6103;129;2017-10-30
6104;133;2005-03-13
6105;104;2016-06-10
6106;31;2020-12-13
6107;94;2018-07-01
6108;129;2014-03-20
6109;16;2012-10-28
6110;59;2020-04-28
6111;55;2021-04-04
6112;77;2012-02-24
6113;91;2019-04-09
6114;29;2017-12-13
6115;146;2021-01-08
6116;79;2018-07-19
6117;33;2019-05-28
6118;16;2018-09-28
6119;131;2022-04-25
6120;89;2015-07-28
6121;150;2022-08-21
6122;83;2020-01-23
6123;117;2011-03-24
6124;81;2018-02-21
6125;61;2017-01-14
6126;92;2015-08-03
6127;122;2010-10-08
6128;71;2006-02-24
6129;94;2015-06-13
6130;55;2017-12-09
6131;85;2014-02-21
6132;119;2016-01-09
6133;70;2006-12-26
6134;4;2017-10-25
6135;2;2014-06-12
6136;104;2010-08-03
6137;31;2016-07-16
6138;88;2014-04-04
6139;9;2009-08-10
6140;53;2008-11-09
6141;118;2017-01-22
6142;37;2015-04-29
6143;138;2013-03-04
6144;84;2015-01-03
6145;128;2019-04-20
6146;139;2011-10-22
6147;117;2010-11-01
6148;84;2021-07-25
6149;142;2012-08-27
6150;145;2017-11-17
6151;94;2016-05-26
6152;47;2012-05-05
6153;113;2007-03-10
6154;94;2010-09-09
6155;123;2011-09-26
6156;138;2014-12-13
6157;88;2009-08-30
6158;100;2021-02-09
6159;2;2015-09-06
6160;108;2012-02-19
6161;32;2007-05-23
6162;22;2010-11-03
6163;69;2007-01-28
6164;142;2009-07-11
6165;128;2009-01-28
6166;22;2010-04-04
6167;94;2006-11-18
6168;39;2005-03-18
6169;146;2019-02-22
6170;140;2006-12-24
6171;113;2014-11-02
6172;44;2006-12-13
6173;51;2011-05-22
6174;127;2007-07-28
6175;41;2022-09-14
6176;150;2011-09-08
6177;116;2020-08-21
6178;122;2020-05-04
6179;86;2018-01-01
6180;131;2020-03-15
6181;135;2008-11-19
6182;40;2022-12-17
6183;91;2020-02-02
6184;126;2008-10-21
6185;10;2015-05-11
6186;95;2012-12-31
6187;81;2012-11-10
6188;1;2015-02-25
6189;4;2016-02-13
6190;73;2022-06-25
6191;89;2009-01-26
6192;141;2015-11-16
6193;4;2019-03-19
6194;150;2021-09-10
6195;46;2007-08-24
6196;47;2014-11-30
6197;153;2016-07-19
6198;97;2021-12-25
6199;73;2016-09-18
6200;118;2017-04-05
6201;124;2008-06-07
6202;111;2022-03-27
6203;25;2015-05-20
6204;76;2022-11-08
6205;42;2009-12-20
6206;67;2014-05-08
6207;117;2019-10-14
6208;77;2013-03-21
6209;93;2007-04-01
6210;148;2014-03-15
6211;12;2015-05-29
6212;113;2022-05-01
6213;71;2021-12-09
6214;141;2015-10-22
6215;2;2018-07-01
6216;23;2007-09-18
6217;21;2020-05-08
6218;82;2014-01-10
6219;13;2009-02-13
6220;150;2007-10-13
6221;27;2005-10-23
6222;1;2005-01-30
6223;53;2020-02-13
6224;56;2017-01-29
6225;87;2009-09-21
6226;65;2006-06-19
6227;83;2018-09-22
6228;124;2012-10-17
6229;27;2021-04-29
6230;82;2012-08-13
6231;82;2013-03-02
6232;6;2022-03-24
6233;84;2014-11-13
6234;18;2008-12-13
6235;67;2022-10-08
6236;87;2021-11-19
6237;63;2013-03-04
6238;62;2010-02-16
6239;25;2010-06-18
6240;20;2011-06-09
6241;43;2008-05-28
6242;136;2005-11-16
6243;90;2019-02-16
6244;119;2008-08-07
6245;101;2013-02-11
6246;46;2015-08-13
6247;124;2015-01-08
6248;70;2015-08-21
6249;136;2017-09-21
6250;7;2018-02-08
6251;136;2011-10-11
6252;116;2017-10-01
6253;49;2011-05-08
6254;147;2009-10-04
6255;38;2011-03-06
6256;58;2006-03-18
6257;106;2008-05-02
6258;67;2011-04-01
6259;79;2022-12-15
6260;19;2015-05-24
6261;132;2019-06-22
6262;92;2005-02-02
6263;96;2006-09-08
6264;40;2011-06-27
6265;11;2005-11-02
6266;2;2011-01-07
6267;92;2012-08-24
6268;1;2008-05-08
6269;57;2020-10-28
6270;75;2016-09-22
6271;93;2019-07-11
6272;7;2012-07-17
6273;135;2010-11-06
6274;154;2007-10-05
6275;93;2017-09-02
6276;21;2009-04-28
6277;76;2022-05-30
6278;92;2022-03-10
6279;101;2016-09-19
6280;27;2016-04-24
6281;132;2014-05-17
6282;89;2017-12-01
6283;97;2008-01-18
6284;133;2015-03-23
6285;138;2013-04-06
6286;108;2020-08-25
6287;38;2005-03-14
6288;70;2011-11-20
6289;145;2021-04-07
6290;111;2020-05-25
6291;7;2011-07-14
6292;13;2020-04-16
6293;127;2020-09-07
6294;91;2022-06-27
6295;95;2021-08-03
6296;119;2019-07-22
6297;3;2021-10-25
6298;53;2005-04-30
6299;27;2006-04-13
6300;61;2010-10-01
6301;129;2020-04-07
6302;72;2014-11-12
6303;63;2011-10-23
6304;115;2006-03-13
6305;37;2022-03-27
6306;51;2011-09-19
6307;91;2011-01-25
6308;153;2006-03-27
6309;10;2015-01-14
6310;22;2007-06-14
6311;15;2009-11-26
6312;28;2014-10-30
6313;69;2008-07-05
6314;114;2018-08-02
6315;19;2018-06-17
6316;46;2013-04-12
6317;129;2012-01-28
6318;57;2017-09-01
6319;64;2008-06-02
6320;145;2011-09-29
6321;83;2005-10-28
6322;65;2020-07-01
6323;68;2005-01-07
6324;5;2019-01-30
6325;139;2005-04-14
6326;79;2021-05-01
6327;154;2020-08-19
6328;31;2008-08-25
6329;16;2017-06-02
6330;34;2017-07-28
6331;72;2020-03-15
6332;105;2019-12-17
6333;92;2016-07-13
6334;144;2015-03-17
6335;81;2005-02-13
6336;11;2013-11-19
6337;134;2018-10-31
6338;71;2021-11-30
6339;72;2011-08-27
6340;99;2021-10-18
6341;49;2019-07-03
6342;102;2012-08-10
6343;17;2018-08-31
6344;116;2009-04-18
6345;65;2009-07-23
6346;121;2012-04-14
6347;123;2012-05-09
6348;73;2013-06-18
6349;95;2022-01-18
6350;118;2018-05-11
6351;109;2013-07-20
6352;8;2010-02-16
6353;47;2007-07-19
6354;53;2012-11-11
6355;5;2008-08-08
6356;143;2017-08-16
6357;64;2013-05-12
6358;67;2011-04-02
6359;75;2013-06-01
6360;147;2013-04-24
6361;140;2018-04-21
6362;93;2016-08-25
6363;80;2009-02-17
6364;70;2021-09-06
6365;125;2008-07-23
6366;40;2021-08-12
6367;109;2020-10-22
6368;17;2018-02-08
6369;57;2011-08-01
6370;91;2016-06-30
6371;50;2013-05-24
6372;86;2020-10-07
6373;57;2018-05-18
6374;5;2007-06-22
6375;76;2012-09-22
6376;81;2007-08-07
6377;66;2005-05-02
6378;49;2020-12-30
6379;78;2013-09-24
6380;104;2016-04-08
6381;138;2015-12-01
6382;147;2019-07-19
6383;80;2011-03-18
6384;114;2019-01-22
6385;122;2014-01-17
6386;52;2020-03-06
6387;27;2005-10-19
6388;104;2007-03-06
6389;82;2009-06-18
6390;143;2020-04-22
6391;132;2020-07-27
6392;99;2014-01-10
6393;8;2006-07-01
6394;118;2005-02-11
6395;111;2022-07-10
6396;127;2006-06-13
